id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
14881,32,100000,RENT,1.0,EDUCATION,A,8000,8.49,0.08,N,7,0
25739,25,69000,OWN,3.0,VENTURE,E,10000,17.14,0.14,Y,3,0
22361,24,75000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,5000,8.0,0.07,N,2,0
19700,24,36000,RENT,0.0,MEDICAL,B,2200,12.21,0.06,N,2,0
26496,23,90000,MORTGAGE,7.0,PERSONAL,B,4500,10.59,0.05,N,2,0
26332,42,95000,RENT,6.0,VENTURE,A,5000,8.9,0.05,N,17,0
12059,29,102000,OWN,13.0,MEDICAL,B,6000,9.88,0.06,N,10,0
18964,25,28000,RENT,5.0,EDUCATION,B,4500,10.99,0.16,N,4,0
5991,32,56004,MORTGAGE,5.0,VENTURE,B,6000,10.74,0.11,N,7,0
16494,36,50000,RENT,6.0,VENTURE,B,17000,11.71,0.34,N,12,1
17317,26,56253,MORTGAGE,7.0,EDUCATION,B,12250,10.36,0.21,N,4,0
65,25,90000,MORTGAGE,2.0,VENTURE,A,15000,9.38,0.17,N,4,0
32688,25,73500,MORTGAGE,1.0,HOMEIMPROVEMENT,B,15000,11.26,0.21,N,2,0
14188,60,106000,MORTGAGE,5.0,PERSONAL,A,10000,7.49,0.09,N,28,0
15678,43,110000,OWN,4.0,EDUCATION,C,3000,13.98,0.03,N,12,0
26652,23,90000,MORTGAGE,0.0,VENTURE,C,10000,12.61,0.11,N,2,0
53514,27,42000,MORTGAGE,0.0,EDUCATION,C,5000,12.98,0.12,N,9,0
57324,23,85000,MORTGAGE,7.0,PERSONAL,A,35000,7.9,0.41,N,4,0
48661,23,62000,RENT,2.0,VENTURE,C,8000,11.78,0.13,Y,3,0
30531,29,175000,RENT,10.0,DEBTCONSOLIDATION,B,21000,11.71,0.12,N,6,0
20934,39,26000,OWN,0.0,MEDICAL,C,5000,12.87,0.19,Y,17,0
2156,26,75996,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3600,7.29,0.05,N,4,0
35952,24,36000,RENT,5.0,MEDICAL,C,8500,13.47,0.23,N,4,0
14698,37,60000,MORTGAGE,8.0,EDUCATION,A,5000,7.51,0.08,N,12,0
16965,22,30000,RENT,6.0,EDUCATION,B,7200,11.71,0.24,N,3,0
54012,27,50000,RENT,0.0,VENTURE,C,4000,13.57,0.08,Y,10,0
16765,23,54000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,11000,15.05,0.2,Y,4,1
19531,26,50000,OWN,1.0,HOMEIMPROVEMENT,A,16000,6.54,0.32,N,4,0
42443,39,43000,MORTGAGE,10.0,VENTURE,A,7200,7.51,0.17,N,14,0
9065,52,45000,RENT,2.0,DEBTCONSOLIDATION,A,7000,6.62,0.16,N,18,0
12845,22,64800,RENT,6.0,EDUCATION,E,6600,17.19,0.1,N,3,0
9287,28,75000,RENT,4.0,EDUCATION,A,18400,8.9,0.24,N,5,0
31496,29,60000,MORTGAGE,2.0,MEDICAL,C,5000,13.99,0.08,N,8,0
5914,21,36000,RENT,5.0,DEBTCONSOLIDATION,D,10400,14.84,0.3,Y,2,1
7050,35,37000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,2000,7.66,0.05,N,10,0
31289,32,175000,MORTGAGE,9.0,PERSONAL,B,25000,11.49,0.14,N,9,0
5357,26,48000,RENT,1.0,VENTURE,B,4500,10.96,0.09,N,4,0
23085,23,20000,RENT,3.0,EDUCATION,B,1750,10.95,0.09,N,2,0
28512,36,70000,MORTGAGE,8.0,VENTURE,B,15000,8.88,0.21,N,11,0
16337,29,45000,RENT,1.0,EDUCATION,C,10000,12.73,0.22,N,5,0
30941,23,65025,MORTGAGE,4.0,MEDICAL,E,10000,16.35,0.14,N,2,1
19782,22,28500,RENT,2.0,VENTURE,C,2400,13.85,0.09,Y,2,0
28318,30,58800,MORTGAGE,12.0,EDUCATION,B,17000,11.49,0.29,N,8,1
29439,24,63582,MORTGAGE,1.0,HOMEIMPROVEMENT,C,12000,13.85,0.2,N,5,1
17709,32,69000,RENT,16.0,HOMEIMPROVEMENT,A,10000,7.49,0.14,N,8,0
26173,31,140000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,25000,10.59,0.18,N,5,0
39841,32,95000,MORTGAGE,9.0,HOMEIMPROVEMENT,C,15000,12.84,0.16,Y,5,0
45376,27,70000,MORTGAGE,8.0,PERSONAL,D,16000,14.61,0.23,N,7,0
21476,34,20100,OWN,18.0,VENTURE,B,8000,11.48,0.43,N,6,0
14749,23,70000,OWN,5.0,EDUCATION,B,12000,12.21,0.17,N,3,0
12770,28,140000,RENT,12.0,MEDICAL,C,10000,11.97,0.07,Y,5,0
42525,25,50000,OWN,2.0,EDUCATION,B,2500,10.99,0.05,N,4,0
56858,25,15500,RENT,3.0,DEBTCONSOLIDATION,C,7000,14.22,0.05,Y,3,0
6164,28,40000,MORTGAGE,8.0,VENTURE,D,5000,12.92,0.13,Y,7,0
43497,24,64000,MORTGAGE,2.0,VENTURE,B,8000,10.08,0.13,N,2,0
41776,30,100000,MORTGAGE,14.0,PERSONAL,B,13000,10.65,0.13,N,7,0
15033,28,50000,RENT,2.0,EDUCATION,B,10000,11.14,0.2,N,8,0
18864,28,70000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4000,12.53,0.06,Y,6,0
31773,23,31036,RENT,7.0,EDUCATION,B,6500,9.88,0.23,N,4,0
23693,21,70000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,3000,13.49,0.04,N,3,0
7852,30,110000,MORTGAGE,9.0,EDUCATION,C,3000,14.22,0.03,Y,9,0
24728,23,35000,RENT,1.0,PERSONAL,B,2000,10.99,0.06,N,2,0
30569,26,85000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,15000,14.27,0.18,N,4,0
7752,33,47000,RENT,17.0,PERSONAL,A,5000,7.14,0.11,N,7,0
52956,25,40000,MORTGAGE,9.0,PERSONAL,C,14675,13.49,0.36,N,4,0
39162,26,125000,RENT,9.0,PERSONAL,B,21000,9.91,0.17,N,3,0
14944,28,48996,MORTGAGE,5.0,HOMEIMPROVEMENT,D,7500,16.77,0.16,N,9,0
16524,22,45204,RENT,6.0,EDUCATION,A,8000,8.0,0.18,N,2,0
26323,22,30000,RENT,1.0,EDUCATION,C,6000,13.49,0.2,Y,3,0
43782,23,60000,RENT,5.0,VENTURE,C,10000,13.99,0.17,Y,3,0
30736,24,77200,RENT,8.0,DEBTCONSOLIDATION,E,25000,17.99,0.32,N,2,1
38145,27,80000,OWN,2.0,EDUCATION,B,10000,12.69,0.13,N,5,0
4475,41,144000,MORTGAGE,3.0,PERSONAL,E,25000,16.7,0.17,Y,12,0
28304,21,83004,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,7.88,0.12,N,3,0
23115,25,89000,OWN,9.0,VENTURE,C,10000,12.99,0.11,Y,4,0
18515,32,32000,RENT,16.0,MEDICAL,C,13000,12.87,0.42,N,7,1
44048,26,56000,MORTGAGE,3.0,VENTURE,B,8000,10.65,0.14,N,3,0
45253,23,100000,RENT,5.0,DEBTCONSOLIDATION,B,16000,10.62,0.16,N,3,0
50627,22,35000,RENT,5.0,VENTURE,B,4000,12.69,0.11,N,4,0
17941,28,39000,RENT,1.0,DEBTCONSOLIDATION,D,15000,16.0,0.38,N,5,1
1891,28,55000,MORTGAGE,13.0,VENTURE,A,8000,6.99,0.15,N,10,0
25592,23,39000,RENT,7.0,HOMEIMPROVEMENT,D,11500,17.49,0.3,N,4,1
24596,23,28800,RENT,3.0,EDUCATION,A,5000,7.51,0.17,N,2,0
45604,23,54000,MORTGAGE,4.0,EDUCATION,C,12000,14.65,0.22,N,3,0
39258,43,70000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,10000,10.25,0.14,N,14,0
32412,21,20000,OWN,5.0,EDUCATION,A,5000,7.29,0.25,N,2,0
37654,28,120000,MORTGAGE,12.0,PERSONAL,B,14000,10.99,0.12,N,7,0
47611,29,35000,RENT,0.0,MEDICAL,C,10000,13.22,0.29,N,7,0
7849,25,40000,RENT,1.0,MEDICAL,B,6000,9.91,0.15,N,4,0
20935,35,47000,RENT,9.0,MEDICAL,D,9500,14.84,0.2,Y,10,0
31944,27,120000,RENT,0.0,MEDICAL,B,10000,10.37,0.08,N,5,0
14715,21,60000,RENT,0.0,DEBTCONSOLIDATION,A,7000,7.14,0.12,N,4,0
18823,25,69000,RENT,2.0,HOMEIMPROVEMENT,D,12800,15.33,0.19,N,3,1
30731,28,55000,RENT,7.0,VENTURE,B,12000,10.37,0.22,N,10,0
37121,21,29000,MORTGAGE,0.0,MEDICAL,B,10000,11.49,0.34,N,3,1
29589,22,75000,RENT,6.0,MEDICAL,A,10000,7.88,0.13,N,2,0
12356,26,40000,RENT,3.0,DEBTCONSOLIDATION,A,10000,5.99,0.25,N,3,0
46127,29,60000,RENT,5.0,PERSONAL,B,5000,10.38,0.08,N,7,0
36731,28,58100,RENT,4.0,DEBTCONSOLIDATION,C,17500,13.57,0.3,Y,10,0
23855,23,54996,RENT,6.0,DEBTCONSOLIDATION,B,13750,9.62,0.26,N,4,0
43910,29,29004,RENT,6.0,EDUCATION,B,5000,9.88,0.17,N,10,0
6238,22,70000,MORTGAGE,4.0,MEDICAL,A,2000,5.42,0.03,N,4,0
27555,24,35000,RENT,0.0,EDUCATION,A,3200,9.63,0.09,N,2,0
31980,27,77350,OWN,3.0,VENTURE,A,6000,7.74,0.08,N,5,0
38472,32,107000,MORTGAGE,1.0,MEDICAL,C,1000,13.49,0.01,N,9,1
27543,32,53000,MORTGAGE,16.0,VENTURE,A,6000,7.29,0.11,N,9,0
6739,25,45000,MORTGAGE,6.0,EDUCATION,B,10000,9.63,0.22,N,2,0
38504,26,76468,RENT,10.0,HOMEIMPROVEMENT,C,20000,13.22,0.26,Y,4,0
20316,27,81800,MORTGAGE,6.0,MEDICAL,A,2500,6.39,0.03,N,8,0
50685,35,60000,MORTGAGE,4.0,PERSONAL,B,6000,11.48,0.1,N,8,1
55880,37,30000,RENT,2.0,PERSONAL,A,6200,8.49,0.21,N,15,0
36401,27,48000,RENT,7.0,PERSONAL,B,15000,10.46,0.31,N,9,1
27713,25,58000,RENT,5.0,DEBTCONSOLIDATION,E,5000,16.7,0.09,Y,4,1
4929,35,30000,OWN,1.0,VENTURE,B,5000,12.53,0.17,N,10,0
46324,37,31200,RENT,0.0,EDUCATION,D,4000,14.54,0.13,N,16,1
10746,21,35000,RENT,5.0,EDUCATION,B,12000,11.71,0.34,N,2,1
10414,34,28800,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7500,11.99,0.27,N,7,0
43022,42,75000,OWN,3.0,VENTURE,B,29800,10.99,0.4,N,12,0
37351,27,42000,RENT,7.0,EDUCATION,B,12000,12.42,0.29,N,6,0
35140,40,49000,RENT,4.0,HOMEIMPROVEMENT,F,2000,18.3,0.04,Y,14,1
24420,21,62400,RENT,0.0,EDUCATION,D,4000,14.61,0.06,Y,4,1
9275,43,71400,MORTGAGE,5.0,EDUCATION,B,16000,11.99,0.22,N,15,0
39198,30,70000,MORTGAGE,14.0,MEDICAL,A,9000,5.42,0.13,N,10,0
14372,31,72000,OWN,12.0,MEDICAL,C,12250,13.61,0.17,N,10,0
33613,39,115000,MORTGAGE,11.0,PERSONAL,A,5000,7.88,0.04,N,17,0
26228,23,78000,RENT,1.0,HOMEIMPROVEMENT,E,2000,18.79,0.03,N,3,1
39428,23,60000,MORTGAGE,7.0,EDUCATION,A,5000,7.88,0.08,N,2,0
9751,28,170000,RENT,4.0,HOMEIMPROVEMENT,D,10000,14.96,0.06,Y,5,0
34804,25,50000,RENT,2.0,VENTURE,B,6000,9.91,0.12,N,3,0
29565,27,25000,RENT,1.0,VENTURE,C,5000,13.16,0.2,N,10,0
41298,25,48000,RENT,0.0,MEDICAL,B,4200,10.74,0.09,N,4,0
37347,25,55000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,10000,7.66,0.18,N,3,0
40372,26,108800,MORTGAGE,3.0,MEDICAL,C,35000,15.23,0.27,Y,3,1
52223,26,115000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,4800,6.03,0.04,N,3,0
38764,25,120000,MORTGAGE,7.0,PERSONAL,B,25000,9.99,0.21,N,4,0
54440,24,37000,OWN,8.0,PERSONAL,A,8500,7.49,0.23,N,4,0
29482,24,69600,MORTGAGE,1.0,PERSONAL,D,23000,14.59,0.35,Y,3,0
29083,24,33000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000,7.51,0.18,N,3,0
57166,39,57996,RENT,4.0,DEBTCONSOLIDATION,B,7500,12.53,0.13,N,13,0
2757,26,75000,RENT,1.0,HOMEIMPROVEMENT,B,5000,12.69,0.07,N,4,0
44297,22,37000,RENT,0.0,EDUCATION,A,1000,6.99,0.03,N,2,0
46666,26,45600,RENT,5.0,PERSONAL,B,2000,12.69,0.04,N,4,0
42303,41,40000,MORTGAGE,7.0,PERSONAL,B,15000,11.71,0.38,N,13,0
17611,24,45000,OWN,6.0,PERSONAL,D,11250,15.33,0.25,Y,4,0
4139,42,41000,RENT,19.0,VENTURE,A,6000,7.9,0.15,N,14,0
55460,24,62400,RENT,1.0,MEDICAL,C,7000,12.84,0.11,N,2,0
55424,49,80000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,5000,14.26,0.06,N,13,0
6038,34,110000,MORTGAGE,0.0,EDUCATION,B,24000,10.99,0.22,N,7,0
43768,26,65000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,5000,7.51,0.08,N,3,0
13652,23,50000,MORTGAGE,7.0,EDUCATION,B,10000,11.71,0.2,N,4,0
4962,84,108928,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,7.51,0.06,N,25,0
6037,32,40000,OWN,5.0,EDUCATION,C,7000,14.26,0.17,Y,10,0
48867,23,100000,MORTGAGE,5.0,VENTURE,C,10000,13.48,0.1,Y,3,0
40396,22,36000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5600,7.14,0.16,N,3,0
44025,40,50000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,5000,7.14,0.1,N,17,0
31250,28,90000,MORTGAGE,7.0,PERSONAL,A,10500,6.03,0.11,N,9,0
8486,22,51000,MORTGAGE,6.0,MEDICAL,A,16000,6.91,0.31,N,3,0
37238,27,40000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,4000,5.79,0.1,N,6,0
36376,36,43200,MORTGAGE,5.0,VENTURE,D,7000,14.84,0.16,Y,15,0
2991,24,42000,RENT,2.0,PERSONAL,A,2100,5.42,0.05,N,3,0
52924,29,30000,RENT,0.0,MEDICAL,A,5000,5.42,0.17,N,8,0
5899,21,42000,MORTGAGE,4.0,VENTURE,D,5200,17.27,0.12,Y,2,1
37535,34,45000,MORTGAGE,15.0,EDUCATION,A,10400,5.99,0.23,N,9,0
14974,24,65000,RENT,0.0,VENTURE,A,10000,8.94,0.15,N,2,0
47571,23,90000,MORTGAGE,3.0,VENTURE,B,24250,10.62,0.27,N,3,0
9176,22,78000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,9250,5.79,0.12,N,2,0
47217,21,35000,RENT,4.0,EDUCATION,C,7200,13.23,0.21,N,3,0
58569,36,54000,MORTGAGE,5.0,MEDICAL,C,10000,13.49,0.19,Y,13,1
326,25,41600,MORTGAGE,2.0,VENTURE,B,13750,10.83,0.32,N,2,0
23492,38,35000,RENT,0.0,DEBTCONSOLIDATION,B,5600,11.11,0.16,N,16,0
13708,22,89000,MORTGAGE,1.0,MEDICAL,B,14400,11.71,0.16,N,2,0
37292,26,37200,RENT,2.0,DEBTCONSOLIDATION,B,7200,9.91,0.19,N,3,0
24568,32,33000,RENT,16.0,MEDICAL,C,8500,13.11,0.25,Y,6,0
7756,28,90000,MORTGAGE,9.0,EDUCATION,A,6000,7.49,0.07,N,5,0
47296,28,125000,MORTGAGE,6.0,MEDICAL,B,4700,11.71,0.04,N,6,0
22400,36,45000,MORTGAGE,18.0,EDUCATION,F,5000,21.74,0.11,Y,17,0
19904,24,52000,RENT,4.0,HOMEIMPROVEMENT,A,10000,7.51,0.19,N,3,0
37310,23,55000,RENT,1.0,PERSONAL,B,10000,10.59,0.18,N,2,0
8879,56,71884,OWN,11.0,PERSONAL,B,7425,9.99,0.1,N,11,0
28617,51,55000,RENT,1.0,PERSONAL,B,8400,10.59,0.15,N,23,0
56921,22,36000,RENT,6.0,PERSONAL,D,10000,18.25,0.28,Y,4,0
36224,22,24996,RENT,4.0,DEBTCONSOLIDATION,C,8500,12.98,0.33,Y,2,1
12833,24,52800,RENT,3.0,PERSONAL,A,5000,6.76,0.09,N,3,0
35874,22,55000,RENT,6.0,PERSONAL,A,10000,7.51,0.19,N,3,0
7254,26,180000,MORTGAGE,5.0,PERSONAL,A,7000,7.14,0.04,N,4,0
53864,22,60000,RENT,1.0,DEBTCONSOLIDATION,B,15000,10.25,0.25,N,4,0
33417,32,30000,RENT,0.0,VENTURE,B,6600,10.65,0.21,N,9,0
902,24,90000,RENT,8.0,PERSONAL,B,7000,10.99,0.08,N,2,0
2858,29,30000,RENT,6.0,DEBTCONSOLIDATION,C,6600,13.49,0.22,N,8,0
7540,23,40000,MORTGAGE,7.0,EDUCATION,A,10000,5.42,0.25,N,3,0
22001,27,104000,MORTGAGE,8.0,VENTURE,B,12000,11.99,0.11,N,5,0
23891,29,85000,MORTGAGE,2.0,MEDICAL,B,12000,11.71,0.14,N,6,0
53836,22,90000,RENT,6.0,MEDICAL,A,7000,8.9,0.08,N,3,0
50029,29,135000,MORTGAGE,0.0,VENTURE,A,16000,6.92,0.12,N,5,0
41538,33,90000,MORTGAGE,14.0,HOMEIMPROVEMENT,B,15000,11.12,0.17,N,5,0
11577,29,70000,RENT,13.0,DEBTCONSOLIDATION,A,15000,6.91,0.21,N,8,0
26798,22,50000,MORTGAGE,6.0,EDUCATION,A,6000,7.51,0.12,N,4,0
18798,27,36000,RENT,1.0,DEBTCONSOLIDATION,C,10400,13.49,0.29,Y,5,0
45028,24,49500,RENT,2.0,PERSONAL,C,9000,15.23,0.19,Y,3,0
3795,25,65004,RENT,8.0,HOMEIMPROVEMENT,A,6500,6.17,0.1,N,3,0
48219,22,26400,MORTGAGE,4.0,VENTURE,A,8500,7.51,0.32,N,3,0
28449,32,90000,MORTGAGE,2.0,PERSONAL,A,10000,7.49,0.11,N,6,0
56443,27,37440,RENT,5.0,MEDICAL,B,7000,12.69,0.19,N,10,0
8124,29,98000,MORTGAGE,2.0,PERSONAL,C,12000,14.26,0.12,Y,10,1
50601,24,75000,RENT,4.0,HOMEIMPROVEMENT,B,5600,10.38,0.07,N,2,0
2621,33,25000,RENT,14.0,EDUCATION,B,8000,11.49,0.32,N,10,1
3073,25,100000,RENT,1.0,MEDICAL,A,23000,7.49,0.23,N,3,0
36833,23,70000,OTHER,4.0,PERSONAL,B,8000,12.42,0.11,N,4,0
12371,24,47000,OWN,3.0,MEDICAL,A,14400,7.66,0.3,N,3,0
13318,25,54578,MORTGAGE,9.0,MEDICAL,B,19200,9.99,0.33,N,4,1
8890,26,65000,MORTGAGE,4.0,EDUCATION,B,15000,11.49,0.23,N,4,0
45047,26,38000,RENT,1.0,EDUCATION,C,2500,13.49,0.07,Y,3,0
40216,44,83000,MORTGAGE,8.0,MEDICAL,A,25000,8.49,0.3,N,12,0
26637,28,60000,RENT,4.0,HOMEIMPROVEMENT,B,12000,12.69,0.2,N,10,0
27629,25,90000,RENT,2.0,MEDICAL,C,12000,14.65,0.13,N,4,0
10950,25,90000,RENT,9.0,PERSONAL,B,8000,9.91,0.09,N,4,0
50956,27,60000,RENT,4.0,PERSONAL,C,10000,13.49,0.17,Y,8,0
47760,34,55200,MORTGAGE,4.0,HOMEIMPROVEMENT,A,10000,5.99,0.18,N,10,0
39786,23,25000,RENT,7.0,PERSONAL,B,8000,12.42,0.31,N,2,1
56485,23,97000,RENT,7.0,PERSONAL,A,5000,5.42,0.05,N,3,0
9060,28,52000,MORTGAGE,12.0,PERSONAL,A,4000,7.74,0.08,N,8,0
1585,24,47000,MORTGAGE,5.0,PERSONAL,A,7500,7.51,0.16,N,2,0
44738,25,98000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,5000,10.59,0.05,N,3,0
40480,28,50000,RENT,0.0,VENTURE,C,2000,14.79,0.04,N,5,0
26731,22,78000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,3500,10.75,0.04,N,4,0
5755,26,50000,RENT,4.0,PERSONAL,E,15000,16.7,0.3,Y,3,0
6975,28,30000,RENT,8.0,MEDICAL,B,7750,12.69,0.26,N,5,0
4686,24,60000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,7500,6.17,0.12,N,4,0
39477,27,79050,RENT,6.0,MEDICAL,C,17500,13.16,0.18,Y,5,1
19356,22,18000,RENT,1.0,VENTURE,B,5000,10.99,0.28,N,4,1
2421,24,27000,RENT,9.0,DEBTCONSOLIDATION,B,7800,10.99,0.3,N,3,0
35629,22,70000,RENT,0.0,EDUCATION,B,6000,10.28,0.09,N,4,0
21547,23,33321,OWN,4.0,EDUCATION,B,12250,9.63,0.37,N,2,0
49677,26,76464,MORTGAGE,9.0,HOMEIMPROVEMENT,A,13000,7.9,0.17,N,2,0
38803,22,45000,RENT,3.0,MEDICAL,A,5000,7.51,0.11,N,3,0
10,30,78000,MORTGAGE,5.0,VENTURE,B,12800,10.59,0.17,N,5,0
10468,27,57500,MORTGAGE,7.0,MEDICAL,A,9000,6.76,0.16,N,10,0
39040,34,105000,MORTGAGE,9.0,VENTURE,B,12000,9.2,0.11,N,5,0
30115,28,54000,OWN,12.0,HOMEIMPROVEMENT,A,10000,7.14,0.19,N,7,0
29411,21,60000,MORTGAGE,5.0,EDUCATION,B,5000,10.25,0.08,N,2,0
8076,43,33000,RENT,2.0,MEDICAL,B,10000,11.71,0.3,N,17,1
13383,23,80000,MORTGAGE,2.0,EDUCATION,A,10000,7.74,0.13,N,3,0
40071,36,70000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,20000,13.57,0.29,Y,12,0
9997,58,48000,RENT,41.0,PERSONAL,D,7500,13.55,0.17,Y,24,0
38703,29,100000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,7700,11.86,0.08,N,9,0
8225,29,57000,MORTGAGE,0.0,MEDICAL,A,9000,5.99,0.16,N,8,0
42790,26,130000,MORTGAGE,5.0,EDUCATION,B,5000,11.49,0.04,N,4,0
1638,27,65000,MORTGAGE,5.0,PERSONAL,C,15000,13.49,0.23,N,9,0
9672,27,130000,MORTGAGE,3.0,PERSONAL,A,6000,7.88,0.05,N,6,0
9525,22,33000,RENT,2.0,PERSONAL,C,8000,12.73,0.24,N,3,0
45439,38,84000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7500,7.51,0.09,N,12,0
7296,27,48996,RENT,3.0,VENTURE,D,5000,14.54,0.1,Y,5,0
48760,23,28452,OWN,5.0,VENTURE,B,2000,11.12,0.06,N,4,0
28437,37,122000,RENT,8.0,HOMEIMPROVEMENT,C,11200,13.92,0.09,Y,14,0
27079,23,71000,RENT,3.0,MEDICAL,A,6000,7.29,0.08,N,2,0
56773,28,52000,RENT,4.0,MEDICAL,C,6000,12.73,0.12,Y,8,0
18658,27,45600,MORTGAGE,3.0,MEDICAL,A,9500,5.79,0.21,N,5,0
54706,27,180000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,12900,13.35,0.07,Y,10,0
4934,25,56000,RENT,4.0,MEDICAL,B,13200,10.99,0.24,N,2,0
1102,24,68004,RENT,4.0,PERSONAL,C,9600,12.23,0.14,Y,4,0
35922,27,30000,RENT,4.0,VENTURE,C,3000,13.72,0.1,Y,8,0
15481,22,48000,MORTGAGE,0.0,EDUCATION,B,15000,11.83,0.31,N,3,1
33401,25,39996,RENT,0.0,PERSONAL,A,8000,9.63,0.2,N,2,0
43364,23,58800,RENT,7.0,HOMEIMPROVEMENT,B,3000,11.49,0.05,N,2,1
55747,28,38196,RENT,5.0,MEDICAL,B,10750,10.75,0.28,N,6,0
58024,27,49000,RENT,2.0,VENTURE,C,14000,13.23,0.28,N,5,1
21951,32,71599,RENT,2.0,EDUCATION,C,6000,12.41,0.08,Y,8,0
13312,28,60000,RENT,8.0,MEDICAL,C,14000,12.87,0.23,Y,10,0
47418,25,46000,RENT,6.0,MEDICAL,B,5000,10.74,0.11,N,3,0
12509,32,50000,RENT,2.0,PERSONAL,B,10000,10.37,0.2,N,8,0
56402,29,38400,MORTGAGE,3.0,VENTURE,B,5000,10.99,0.13,N,10,0
29384,23,54600,RENT,2.0,PERSONAL,C,8000,13.23,0.15,Y,4,0
1336,24,32000,RENT,3.0,DEBTCONSOLIDATION,D,6250,15.2,0.2,N,3,1
19147,38,120000,MORTGAGE,2.0,EDUCATION,B,15000,12.18,0.13,N,14,0
4622,22,120000,MORTGAGE,6.0,VENTURE,B,18000,10.74,0.15,N,3,0
681,34,29120,RENT,1.0,VENTURE,B,5500,11.11,0.19,N,5,0
45584,26,56000,RENT,2.0,PERSONAL,C,3000,15.27,0.05,N,2,0
14640,25,60000,RENT,3.0,DEBTCONSOLIDATION,B,7000,10.36,0.12,N,3,0
30209,22,50000,RENT,1.0,VENTURE,B,3500,10.37,0.07,N,4,0
46315,23,64000,MORTGAGE,6.0,EDUCATION,D,1000,15.23,0.02,Y,3,1
29866,30,60000,MORTGAGE,5.0,MEDICAL,B,5000,10.99,0.08,N,10,0
28448,24,57240,MORTGAGE,2.0,EDUCATION,B,9000,10.99,0.16,N,2,0
56895,39,30000,RENT,6.0,MEDICAL,C,5000,13.98,0.17,N,15,0
17400,30,97000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,8000,6.03,0.08,N,10,0
28724,29,55000,RENT,5.0,DEBTCONSOLIDATION,A,7000,7.49,0.13,N,7,0
39522,28,24000,RENT,4.0,PERSONAL,D,4800,16.07,0.2,Y,9,0
27473,22,30000,RENT,2.0,EDUCATION,B,5000,10.36,0.17,N,2,0
6321,25,68000,RENT,9.0,VENTURE,D,14400,15.7,0.21,Y,4,0
23663,30,35000,OWN,2.0,VENTURE,B,10000,10.99,0.29,N,10,0
56810,23,60000,MORTGAGE,7.0,EDUCATION,A,14400,8.94,0.23,N,4,0
34776,30,102000,MORTGAGE,5.0,PERSONAL,A,12000,6.76,0.12,N,8,0
1235,29,75000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,6400,15.21,0.09,Y,7,0
1017,26,26000,RENT,1.0,MEDICAL,D,4500,15.37,0.17,Y,2,1
35732,30,60000,MORTGAGE,7.0,EDUCATION,B,15000,11.11,0.25,N,8,0
37157,22,63600,RENT,5.0,DEBTCONSOLIDATION,B,12000,11.99,0.19,N,2,0
57730,31,37000,RENT,4.0,MEDICAL,B,3000,9.25,0.08,N,10,0
38242,35,65000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,12000,6.03,0.18,N,5,0
29071,27,43000,RENT,2.0,EDUCATION,E,12000,16.7,0.28,N,9,1
38753,28,55000,MORTGAGE,12.0,MEDICAL,B,7000,10.65,0.13,N,9,0
17483,43,74000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,8500,8.9,0.11,N,15,0
19675,26,20000,RENT,1.0,VENTURE,B,3100,11.71,0.15,N,4,0
8954,24,145000,MORTGAGE,2.0,MEDICAL,B,10000,10.99,0.03,N,2,0
40988,24,150000,MORTGAGE,0.0,PERSONAL,B,15000,11.48,0.1,N,3,0
12741,22,75000,MORTGAGE,6.0,VENTURE,A,5000,6.99,0.07,N,4,0
1416,26,130000,MORTGAGE,3.0,EDUCATION,A,10000,7.66,0.08,N,4,0
